Commodity,Port,Time,Containerized Vessel SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US)
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",11/1/2022,"810,189","2,397,526"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",12/1/2022,"541,720","2,330,642"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",1/1/2023,"1,521,442","6,438,272"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",2/1/2023,"1,126,442","5,098,646"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",3/1/2023,"1,048,156","5,395,785"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",4/1/2023,"1,131,124","6,007,499"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",5/1/2023,"2,001,421","10,082,678"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",6/1/2023,"2,088,782","11,050,617"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",7/1/2023,"2,139,641","11,239,957"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",8/1/2023,"1,045,325","5,561,730"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",9/1/2023,"1,690,342","7,889,818"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",10/1/2023,"1,452,318","6,914,769"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",11/1/2023,"2,154,276","9,657,754"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",12/1/2023,"4,243,838","19,263,519"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",1/1/2024,"5,921,536","26,676,749"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",2/1/2024,"2,422,694","11,641,583"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",3/1/2024,"1,411,605","6,867,163"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",4/1/2024,"1,384,191","6,835,976"
02 Meat And Edible Meat Offal,"Charleston, SC (Port)",5/1/2024,"780,559","4,161,968"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2003,"3,489,810","7,309,992"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2003,"3,359,221","7,621,179"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2003,"5,032,452","11,994,683"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2003,"3,285,163","8,394,087"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2003,"3,024,094","7,957,488"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2003,"3,894,608","9,767,939"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2003,"3,054,039","6,779,694"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2003,"3,495,724","7,868,986"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2003,"3,648,604","9,037,867"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2003,"3,371,112","8,196,071"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2003,"3,392,206","8,746,600"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2003,"5,024,558","13,526,978"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2004,"4,421,687","12,358,054"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2004,"3,813,167","10,570,357"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2004,"4,100,696","11,072,373"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2004,"4,488,708","12,362,009"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2004,"3,593,647","10,086,284"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2004,"4,287,446","11,537,225"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2004,"4,699,922","12,956,045"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2004,"5,769,245","16,264,536"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2004,"4,958,369","14,749,120"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2004,"6,904,270","20,086,535"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2004,"5,096,732","15,127,291"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2004,"7,994,063","24,131,208"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2005,"3,698,277","11,392,312"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2005,"6,172,703","16,264,264"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2005,"5,913,964","15,718,600"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2005,"5,622,100","16,171,923"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2005,"6,256,211","17,172,537"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2005,"7,204,639","19,585,268"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2005,"6,458,519","18,004,981"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2005,"8,192,605","23,733,515"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2005,"4,955,765","14,215,216"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2005,"8,150,911","23,370,176"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2005,"5,326,058","15,794,235"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2005,"4,638,849","14,595,925"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2006,"6,251,304","16,954,498"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2006,"5,901,871","15,357,131"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2006,"6,380,283","17,757,711"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2006,"6,414,113","18,029,939"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2006,"9,442,427","26,481,685"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2006,"5,918,307","17,278,181"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2006,"6,396,128","18,701,536"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2006,"4,607,301","13,700,614"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2006,"3,487,610","11,069,921"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2006,"5,063,211","16,376,145"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2006,"5,156,545","15,715,968"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2006,"4,556,928","14,329,420"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2007,"8,196,463","24,856,420"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2007,"5,813,362","17,657,694"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2007,"6,699,006","20,384,041"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2007,"8,264,687","24,037,431"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2007,"9,261,573","27,708,753"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2007,"8,325,314","24,724,058"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2007,"9,906,591","28,936,174"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2007,"6,858,140","20,312,586"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2007,"4,353,040","13,539,978"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2007,"4,899,659","16,386,787"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2007,"3,634,934","11,808,094"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2007,"2,871,078","10,458,801"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2008,"6,192,819","20,073,496"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2008,"4,495,228","15,053,136"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2008,"5,377,697","17,949,661"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2008,"4,706,026","16,741,523"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2008,"5,104,191","18,277,927"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2008,"3,245,267","12,566,326"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2008,"2,938,630","12,095,412"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2008,"3,259,338","13,811,535"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2008,"2,119,226","8,310,403"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2008,"4,138,335","17,050,050"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2008,"3,856,763","16,258,091"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2008,"3,575,599","12,596,952"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2009,"4,920,537","13,975,627"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2009,"2,656,633","7,494,290"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2009,"4,769,535","13,104,038"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2009,"5,056,810","13,059,863"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2009,"4,318,409","11,872,663"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2009,"5,759,324","16,209,986"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2009,"4,069,184","11,732,543"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2009,"4,401,669","12,693,183"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2009,"3,303,686","9,308,013"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2009,"3,482,035","9,900,053"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2009,"3,203,960","9,090,559"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2009,"2,199,479","6,802,364"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2010,"3,472,142","10,332,515"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2010,"2,627,168","8,111,333"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2010,"3,974,592","12,385,348"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2010,"2,736,866","9,182,108"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2010,"3,921,594","13,662,090"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2010,"4,475,905","16,601,043"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2010,"4,092,823","14,704,096"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2010,"3,923,115","13,274,781"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2010,"2,557,976","8,716,521"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2010,"3,148,258","10,341,267"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2010,"2,267,411","7,439,270"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2010,"2,154,550","7,682,464"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2011,"2,227,722","8,408,452"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2011,"2,239,581","8,735,838"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2011,"2,993,003","12,184,090"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2011,"4,134,558","17,232,400"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2011,"4,329,131","18,236,429"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2011,"5,598,472","24,131,399"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2011,"4,829,761","20,001,254"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2011,"3,309,347","13,816,952"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2011,"2,581,412","10,626,209"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2011,"2,886,731","11,614,114"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2011,"2,372,020","9,430,677"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2011,"2,148,800","9,557,449"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2012,"3,271,840","14,244,777"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2012,"3,129,956","13,734,508"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2012,"4,840,028","21,229,997"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2012,"5,117,871","23,069,626"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2012,"6,947,696","31,691,994"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2012,"5,434,277","25,503,513"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2012,"5,510,214","25,791,358"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2012,"3,718,912","17,364,043"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2012,"2,782,395","12,436,789"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2012,"2,830,480","12,864,681"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2012,"3,829,948","17,475,520"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2012,"2,520,361","12,657,573"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2013,"5,069,457","24,485,422"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2013,"3,408,901","16,172,669"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2013,"4,826,450","23,447,167"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2013,"5,852,558","27,631,977"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2013,"5,515,403","25,405,808"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2013,"5,013,074","22,457,439"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2013,"5,180,488","23,172,948"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2013,"3,497,517","15,330,760"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2013,"2,750,617","12,156,063"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2013,"3,743,519","16,705,545"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2013,"2,387,325","10,649,463"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2013,"2,117,042","10,080,262"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2014,"4,472,019","21,037,658"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2014,"3,329,752","14,996,351"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2014,"4,963,678","22,778,969"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2014,"7,747,836","35,618,641"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2014,"7,540,933","35,380,218"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2014,"6,979,149","33,064,885"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2014,"6,270,867","28,525,813"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2014,"6,832,272","32,205,371"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2014,"6,437,524","32,686,093"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2014,"7,318,110","40,245,227"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2014,"7,120,826","41,199,331"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2014,"7,009,604","41,065,207"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2015,"8,126,403","46,497,064"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2015,"7,404,323","42,466,948"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2015,"7,204,879","40,620,398"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2015,"8,498,541","46,080,226"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2015,"8,855,516","47,483,465"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2015,"10,440,588","55,262,032"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2015,"6,428,305","34,674,231"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2015,"7,606,099","38,754,689"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2015,"6,637,313","35,313,051"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2015,"7,232,681","38,617,553"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2015,"3,686,381","20,054,726"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2015,"3,639,527","20,862,984"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2016,"6,243,376","32,639,465"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2016,"5,222,799","28,112,623"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2016,"4,545,856","22,553,012"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2016,"5,750,619","29,355,430"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2016,"6,525,766","31,374,321"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2016,"5,174,566","25,132,177"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2016,"4,050,264","20,744,255"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2016,"3,636,975","17,341,275"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2016,"2,916,746","13,530,603"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2016,"3,609,599","16,868,773"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2016,"2,268,554","11,009,982"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2016,"2,021,962","10,163,804"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2017,"2,943,867","13,520,616"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2017,"2,316,746","10,853,494"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2017,"3,559,453","15,844,022"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2017,"3,051,069","14,151,373"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2017,"3,662,958","17,220,972"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2017,"3,978,246","19,169,190"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2017,"4,001,534","19,724,111"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2017,"2,638,859","13,894,262"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2017,"3,372,447","16,994,156"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2017,"3,216,192","15,843,311"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2017,"2,186,746","11,329,028"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2017,"1,877,298","9,309,767"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2018,"3,276,842","16,382,692"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2018,"3,031,490","14,874,636"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2018,"3,004,221","14,397,582"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2018,"2,882,276","14,553,130"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2018,"2,885,364","15,937,450"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2018,"2,301,690","12,268,665"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2018,"3,753,079","18,990,682"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2018,"3,570,233","18,621,452"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2018,"3,386,817","16,085,701"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2018,"3,382,744","16,544,469"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2018,"2,341,211","11,458,743"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2018,"2,709,301","12,416,477"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2019,"4,159,188","19,739,716"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2019,"3,009,206","13,533,834"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2019,"3,160,527","16,693,092"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2019,"4,682,580","23,619,954"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2019,"4,935,395","25,072,286"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2019,"4,118,169","20,780,274"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2019,"4,161,460","21,560,326"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2019,"3,727,920","20,157,822"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2019,"3,496,295","18,703,957"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2019,"3,143,880","16,251,914"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2019,"2,769,349","15,055,613"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",12/1/2019,"3,167,295","17,141,537"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",1/1/2020,"4,440,501","26,887,116"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",2/1/2020,"3,775,584","21,831,374"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",3/1/2020,"4,704,593","26,076,390"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",4/1/2020,"4,744,038","24,847,674"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",5/1/2020,"2,916,310","15,772,525"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",6/1/2020,"4,068,183","20,345,653"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",7/1/2020,"4,016,141","20,450,489"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",8/1/2020,"4,026,328","20,632,673"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",9/1/2020,"3,291,113","16,844,675"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",10/1/2020,"3,617,743","18,096,352"
02 Meat And Edible Meat Offal,"Houston, TX (Port)",11/1/2020,"2,985,533","15,530,301"
